1,1
2,3
3,5
4,8
5,12
6,12
7,13
8,13
9,15
10,20
11,22
12,23
13,23
14,27
15,28
16,29
17,29
18,30
19,30
20,32
21,33
22,37
23,38
24,40
25,42
26,42
27,44
28,46
29,47
30,49
31,50
32,50
33,51
34,52
35,55
36,56
37,56
38,58
39,59
40,60
41,61
42,61
43,63
44,64
45,66
46,70
47,70
48,73
49,74
50,76
51,77
52,77
53,79
54,81
55,81
56,82
57,83
58,83
59,83
60,86
61,87
62,88
63,88
64,90
65,93
66,93
67,94
68,94
69,98
70,100
71,104
72,106
73,110
74,115
75,115
76,116
77,117
78,120
79,125
80,126
81,130
82,132
83,135
84,135
85,136
86,137
87,137
88,138
89,140
90,141
91,142
92,143
93,148
94,151
95,152
96,152
97,153
98,155
99,159
100,159
101,160
102,161
103,162
104,163
105,164
106,165
107,168
108,171
109,173
110,174
111,178
112,180
113,182
114,185
115,185
116,186
117,187
118,187
119,188
120,188
121,189
122,190
123,193
124,195
125,197
126,200
127,203
128,203
129,204
130,205
131,207
132,208
133,211
134,211
135,212
136,213
137,214
138,215
139,223
140,223
141,224
142,225
143,225
144,226
145,227
146,227
147,228
148,232
149,233
150,234
151,234
152,235
153,236
154,237
155,239
156,241
157,242
158,242
159,245
160,247
161,248
162,250
163,251
164,252
165,252
166,253
167,256
168,257
169,258
170,261
171,262
172,266
173,267
174,267
175,268
176,270
177,271
178,271
179,272
180,274
181,275
182,278
183,351
184,351
185,281
186,281
187,281
188,282
189,283
190,283
191,284
192,286
193,286
194,287
195,288
196,291
197,292
198,294
199,295
200,296
201,298
202,300
203,303
204,303
205,304
206,306
207,310
208,310
209,311
210,314
211,320
212,320
213,320
214,322
215,324
216,327
217,331
218,331
219,334
220,336
221,339
222,340
223,341
224,345
225,345
226,346
227,347
228,348
229,349
230,349
231,350
232,350
233,352
234,352
235,354
236,373
237,374
238,379
239,383
240,385
241,385
242,386
243,387
244,388
245,389
246,390
247,391
248,393
249,394
250,395
251,396
252,396
253,396
254,398
255,399
256,400
257,402
258,403
259,404
260,404
261,406
262,406
263,407
264,407
265,407
266,408
267,414
268,417
269,418
270,419
271,420
272,421
273,422
274,423
275,425
276,426
277,430
278,431
279,431
280,432
281,434
282,435
283,436
284,437
285,440
286,441
287,442
288,443
